#,Date-Time (CET),Ch:1 - NKPTEMP LOG 5   (°C),Ch:2 - NKPLIGHT LOG 5   (lux),Button Down,Button Up,Host Connected,End of File
1,10/03/2023 12:41:07,28,91,130,00,,,,
2,10/03/2023 12:57:36,,,Logged,Logged,,
3,10/03/2023 12:58:28,,,,,Logged,
4,10/03/2023 13:41:07,25,99,199,60,,,,
5,10/03/2023 14:41:07,26,60,189,76,,,,
6,10/03/2023 15:41:07,26,72,28,12,,,,
7,10/03/2023 16:41:07,26,08,145,64,,,,
8,10/03/2023 17:41:07,25,87,48,08,,,,
9,10/03/2023 18:41:07,25,27,7,90,,,,
10,10/03/2023 19:41:07,25,14,4,15,,,,
11,10/03/2023 20:22:11,,,Logged,Logged,,
12,10/03/2023 20:23:16,,,,,Logged,
13,10/03/2023 20:41:07,26,12,0,00,,,,
14,10/03/2023 21:41:07,25,69,0,00,,,,
15,10/03/2023 22:41:07,25,39,0,00,,,,
16,10/03/2023 23:41:07,25,22,0,00,,,,
17,10/04/2023 00:41:07,24,97,0,00,,,,
18,10/04/2023 01:41:07,24,84,0,00,,,,
19,10/04/2023 02:41:07,24,62,0,00,,,,
20,10/04/2023 03:41:07,24,41,0,00,,,,
21,10/04/2023 04:41:07,24,28,0,00,,,,
22,10/04/2023 05:41:07,24,02,0,00,,,,
23,10/04/2023 06:41:07,23,81,0,00,,,,
24,10/04/2023 07:41:07,23,51,0,00,,,,
25,10/04/2023 08:41:07,17,67,0,00,,,,
26,10/04/2023 09:41:07,17,33,0,00,,,,
27,10/04/2023 10:41:07,15,78,0,00,,,,
28,10/04/2023 11:41:07,15,48,0,00,,,,
29,10/04/2023 12:41:07,16,26,0,00,,,,
30,10/04/2023 13:41:07,17,16,0,00,,,,
31,10/04/2023 14:41:07,18,10,0,00,,,,
32,10/04/2023 15:41:07,18,74,0,00,,,,
33,10/04/2023 16:41:07,19,17,0,00,,,,
34,10/04/2023 17:41:07,19,86,0,00,,,,
35,10/04/2023 18:41:07,20,20,0,00,,,,
36,10/04/2023 19:41:07,19,22,0,00,,,,
37,10/04/2023 20:41:07,17,97,0,00,,,,
38,10/04/2023 21:41:07,16,73,0,00,,,,
39,10/04/2023 22:41:07,15,53,0,00,,,,
40,10/04/2023 23:41:07,14,63,0,00,,,,
41,10/05/2023 00:41:07,13,98,0,00,,,,
42,10/05/2023 01:41:07,13,60,0,00,,,,
43,10/05/2023 02:41:07,13,34,0,00,,,,
44,10/05/2023 03:41:07,13,08,0,00,,,,
45,10/05/2023 04:41:07,12,78,0,00,,,,
46,10/05/2023 05:41:07,12,82,0,00,,,,
47,10/05/2023 06:41:07,12,82,0,00,,,,
48,10/05/2023 07:41:07,12,87,0,00,,,,
49,10/05/2023 08:41:07,12,82,0,00,,,,
50,10/05/2023 09:41:07,12,87,0,00,,,,
51,10/05/2023 10:41:07,13,25,0,00,,,,
52,10/05/2023 11:41:07,13,73,0,21,,,,
53,10/05/2023 12:41:07,14,50,0,43,,,,
54,10/05/2023 13:41:07,15,78,0,21,,,,
55,10/05/2023 14:41:07,17,41,0,43,,,,
56,10/05/2023 15:41:07,18,92,0,00,,,,
57,10/05/2023 16:41:07,19,60,0,00,,,,
58,10/05/2023 17:41:07,19,60,0,00,,,,
